List of Sophie Germain primes from 1 to 100000.,,,,,,,,,,,,,,,,,,,,,,,,,
70379.0,140759.0,,,,,,,,,,,,,,,,,,,,,,,,
70589.0,141179.0,,,,,,,,,,,,,,,,,,,,,,,,
70769.0,141539.0,,,,,,,,,,,,,,,,,,,,,,,,
70793.0,141587.0,,,,,,,,,,,,,,,,,,,,,,,,
70853.0,141707.0,,,,,,,,,,,,,,,,,,,,,,,,
70901.0,141803.0,,,,,,,,,,,,,,,,,,,,,,,,
70979.0,141959.0,,,,,,,,,,,,,,,,,,,,,,,,
71399.0,142799.0,,,,,,,,,,,,,,,,,,,,,,,,
71453.0,142907.0,,,,,,,,,,,,,,,,,,,,,,,,
71693.0,143387.0,,,,,,,,,,,,,,,,,,,,,,,,
71741.0,143483.0,,,,,,,,,,,,,,,,,,,,,,,,
71843.0,143687.0,,,,,,,,,,,,,,,,,,,,,,,,
71849.0,143699.0,,,,,,,,,,,,,,,,,,,,,,,,
71999.0,143999.0,,,,,,,,,,,,,,,,,,,,,,,,
72101.0,144203.0,,,,,,,,,,,,,,,,,,,,,,,,
72161.0,144323.0,,,,,,,,,,,,,,,,,,,,,,,,
72269.0,144539.0,,,,,,,,,,,,,,,,,,,,,,,,
72503.0,145007.0,,,,,,,,,,,,,,,,,,,,,,,,
72911.0,145823.0,,,,,,,,,,,,,,,,,,,,,,,,
73259.0,146519.0,,,,,,,,,,,,,,,,,,,,,,,,
73421.0,146843.0,,,,,,,,,,,,,,,,,,,,,,,,
73523.0,147047.0,,,,,,,,,,,,,,,,,,,,,,,,
73553.0,147107.0,,,,,,,,,,,,,,,,,,,,,,,,
73589.0,147179.0,,,,,,,,,,,,,,,,,,,,,,,,
73613.0,147227.0,,,,,,,,,,,,,,,,,,,,,,,,
73673.0,147347.0,,,,,,,,,,,,,,,,,,,,,,,,
73709.0,147419.0,,,,,,,,,,,,,,,,,,,,,,,,
73751.0,147503.0,,,,,,,,,,,,,,,,,,,,,,,,
73823.0,147647.0,,,,,,,,,,,,,,,,,,,,,,,,
74099.0,148199.0,,,,,,,,,,,,,,,,,,,,,,,,
74201.0,148403.0,,,,,,,,,,,,,,,,,,,,,,,,
74219.0,148439.0,,,,,,,,,,,,,,,,,,,,,,,,
74363.0,148727.0,,,,,,,,,,,,,,,,,,,,,,,,
74381.0,148763.0,,,,,,,,,,,,,,,,,,,,,,,,
74699.0,149399.0,,,,,,,,,,,,,,,,,,,,,,,,
74729.0,149459.0,,,,,,,,,,,,,,,,,,,,,,,,
74759.0,149519.0,,,,,,,,,,,,,,,,,,,,,,,,
74771.0,149543.0,,,,,,,,,,,,,,,,,,,,,,,,
74933.0,149867.0,,,,,,,,,,,,,,,,,,,,,,,,
75041.0,150083.0,,,,,,,,,,,,,,,,,,,,,,,,
75149.0,150299.0,,,,,,,,,,,,,,,,,,,,,,,,
75161.0,150323.0,,,,,,,,,,,,,,,,,,,,,,,,
75329.0,150659.0,,,,,,,,,,,,,,,,,,,,,,,,
75353.0,150707.0,,,,,,,,,,,,,,,,,,,,,,,,
75389.0,150779.0,,,,,,,,,,,,,,,,,,,,,,,,
75479.0,150959.0,,,,,,,,,,,,,,,,,,,,,,,,
75503.0,151007.0,,,,,,,,,,,,,,,,,,,,,,,,
75689.0,151379.0,,,,,,,,,,,,,,,,,,,,,,,,
75821.0,151643.0,,,,,,,,,,,,,,,,,,,,,,,,
75833.0,151667.0,,,,,,,,,,,,,,,,,,,,,,,,
75941.0,151883.0,,,,,,,,,,,,,,,,,,,,,,,,
75983.0,151967.0,,,,,,,,,,,,,,,,,,,,,,,,
76001.0,152003.0,,,,,,,,,,,,,,,,,,,,,,,,
76031.0,152063.0,,,,,,,,,,,,,,,,,,,,,,,,
76091.0,152183.0,,,,,,,,,,,,,,,,,,,,,,,,
76259.0,152519.0,,,,,,,,,,,,,,,,,,,,,,,,
76283.0,152567.0,,,,,,,,,,,,,,,,,,,,,,,,
76421.0,152843.0,,,,,,,,,,,,,,,,,,,,,,,,
76679.0,153359.0,,,,,,,,,,,,,,,,,,,,,,,,
76781.0,153563.0,,,,,,,,,,,,,,,,,,,,,,,,
76871.0,153743.0,,,,,,,,,,,,,,,,,,,,,,,,
76943.0,153887.0,,,,,,,,,,,,,,,,,,,,,,,,
77243.0,154487.0,,,,,,,,,,,,,,,,,,,,,,,,
77261.0,154523.0,,,,,,,,,,,,,,,,,,,,,,,,
77471.0,154943.0,,,,,,,,,,,,,,,,,,,,,,,,
77513.0,155027.0,,,,,,,,,,,,,,,,,,,,,,,,
77543.0,155087.0,,,,,,,,,,,,,,,,,,,,,,,,
77699.0,155399.0,,,,,,,,,,,,,,,,,,,,,,,,
77711.0,155423.0,,,,,,,,,,,,,,,,,,,,,,,,
77813.0,155627.0,,,,,,,,,,,,,,,,,,,,,,,,
77849.0,155699.0,,,,,,,,,,,,,,,,,,,,,,,,
78059.0,156119.0,,,,,,,,,,,,,,,,,,,,,,,,
78173.0,156347.0,,,,,,,,,,,,,,,,,,,,,,,,
78233.0,156467.0,,,,,,,,,,,,,,,,,,,,,,,,
78311.0,156623.0,,,,,,,,,,,,,,,,,,,,,,,,
78341.0,156683.0,,,,,,,,,,,,,,,,,,,,,,,,
78509.0,157019.0,,,,,,,,,,,,,,,,,,,,,,,,
78623.0,157247.0,,,,,,,,,,,,,,,,,,,,,,,,
78653.0,157307.0,,,,,,,,,,,,,,,,,,,,,,,,
78713.0,157427.0,,,,,,,,,,,,,,,,,,,,,,,,
78779.0,157559.0,,,,,,,,,,,,,,,,,,,,,,,,
78839.0,157679.0,,,,,,,,,,,,,,,,,,,,,,,,
79151.0,158303.0,,,,,,,,,,,,,,,,,,,,,,,,
79181.0,158363.0,,,,,,,,,,,,,,,,,,,,,,,,
79259.0,158519.0,,,,,,,,,,,,,,,,,,,,,,,,
79283.0,158567.0,,,,,,,,,,,,,,,,,,,,,,,,
79349.0,158699.0,,,,,,,,,,,,,,,,,,,,,,,,
79379.0,158759.0,,,,,,,,,,,,,,,,,,,,,,,,
79433.0,158867.0,,,,,,,,,,,,,,,,,,,,,,,,
79559.0,159119.0,,,,,,,,,,,,,,,,,,,,,,,,
79589.0,159179.0,,,,,,,,,,,,,,,,,,,,,,,,
79613.0,159227.0,,,,,,,,,,,,,,,,,,,,,,,,
79769.0,159539.0,,,,,,,,,,,,,,,,,,,,,,,,
79811.0,159623.0,,,,,,,,,,,,,,,,,,,,,,,,
79841.0,159683.0,,,,,,,,,,,,,,,,,,,,,,,,
79889.0,159779.0,,,,,,,,,,,,,,,,,,,,,,,,
80039.0,160079.0,,,,,,,,,,,,,,,,,,,,,,,,
80309.0,160619.0,,,,,,,,,,,,,,,,,,,,,,,,
80369.0,160739.0,,,,,,,,,,,,,,,,,,,,,,,,
80651.0,161303.0,,,,,,,,,,,,,,,,,,,,,,,,
80669.0,161339.0,,,,,,,,,,,,,,,,,,,,,,,,
80681.0,161363.0,,,,,,,,,,,,,,,,,,,,,,,,
80819.0,161639.0,,,,,,,,,,,,,,,,,,,,,,,,
81071.0,162143.0,,,,,,,,,,,,,,,,,,,,,,,,
81131.0,162263.0,,,,,,,,,,,,,,,,,,,,,,,,
81281.0,162563.0,,,,,,,,,,,,,,,,,,,,,,,,
81509.0,163019.0,,,,,,,,,,,,,,,,,,,,,,,,
81563.0,163127.0,,,,,,,,,,,,,,,,,,,,,,,,
81611.0,163223.0,,,,,,,,,,,,,,,,,,,,,,,,
81629.0,163259.0,,,,,,,,,,,,,,,,,,,,,,,,
81701.0,163403.0,,,,,,,,,,,,,,,,,,,,,,,,
81839.0,163679.0,,,,,,,,,,,,,,,,,,,,,,,,
81929.0,163859.0,,,,,,,,,,,,,,,,,,,,,,,,
82073.0,164147.0,,,,,,,,,,,,,,,,,,,,,,,,
82139.0,164279.0,,,,,,,,,,,,,,,,,,,,,,,,
82193.0,164387.0,,,,,,,,,,,,,,,,,,,,,,,,
82223.0,164447.0,,,,,,,,,,,,,,,,,,,,,,,,
82493.0,164987.0,,,,,,,,,,,,,,,,,,,,,,,,
82499.0,164999.0,,,,,,,,,,,,,,,,,,,,,,,,
82529.0,165059.0,,,,,,,,,,,,,,,,,,,,,,,,
82601.0,165203.0,,,,,,,,,,,,,,,,,,,,,,,,
82721.0,165443.0,,,,,,,,,,,,,,,,,,,,,,,,
82763.0,165527.0,,,,,,,,,,,,,,,,,,,,,,,,
82793.0,165587.0,,,,,,,,,,,,,,,,,,,,,,,,
82889.0,165779.0,,,,,,,,,,,,,,,,,,,,,,,,
83243.0,166487.0,,,,,,,,,,,,,,,,,,,,,,,,
83339.0,166679.0,,,,,,,,,,,,,,,,,,,,,,,,
83399.0,166799.0,,,,,,,,,,,,,,,,,,,,,,,,
83423.0,166847.0,,,,,,,,,,,,,,,,,,,,,,,,
83459.0,166919.0,,,,,,,,,,,,,,,,,,,,,,,,
83579.0,167159.0,,,,,,,,,,,,,,,,,,,,,,,,
83813.0,167627.0,,,,,,,,,,,,,,,,,,,,,,,,
83873.0,167747.0,,,,,,,,,,,,,,,,,,,,,,,,
83939.0,167879.0,,,,,,,,,,,,,,,,,,,,,,,,
84011.0,168023.0,,,,,,,,,,,,,,,,,,,,,,,,
84131.0,168263.0,,,,,,,,,,,,,,,,,,,,,,,,
84263.0,168527.0,,,,,,,,,,,,,,,,,,,,,,,,
84299.0,168599.0,,,,,,,,,,,,,,,,,,,,,,,,
84401.0,168803.0,,,,,,,,,,,,,,,,,,,,,,,,
84431.0,168863.0,,,,,,,,,,,,,,,,,,,,,,,,
84443.0,168887.0,,,,,,,,,,,,,,,,,,,,,,,,
84449.0,168899.0,,,,,,,,,,,,,,,,,,,,,,,,
84503.0,169007.0,,,,,,,,,,,,,,,,,,,,,,,,
84509.0,169019.0,,,,,,,,,,,,,,,,,,,,,,,,
84533.0,169067.0,,,,,,,,,,,,,,,,,,,,,,,,
84629.0,169259.0,,,,,,,,,,,,,,,,,,,,,,,,
84653.0,169307.0,,,,,,,,,,,,,,,,,,,,,,,,
84659.0,169319.0,,,,,,,,,,,,,,,,,,,,,,,,
84713.0,169427.0,,,,,,,,,,,,,,,,,,,,,,,,
84761.0,169523.0,,,,,,,,,,,,,,,,,,,,,,,,
85049.0,170099.0,,,,,,,,,,,,,,,,,,,,,,,,
85061.0,170123.0,,,,,,,,,,,,,,,,,,,,,,,,
85103.0,170207.0,,,,,,,,,,,,,,,,,,,,,,,,
85121.0,170243.0,,,,,,,,,,,,,,,,,,,,,,,,
85133.0,170267.0,,,,,,,,,,,,,,,,,,,,,,,,
85223.0,170447.0,,,,,,,,,,,,,,,,,,,,,,,,
85313.0,170627.0,,,,,,,,,,,,,,,,,,,,,,,,
85523.0,171047.0,,,,,,,,,,,,,,,,,,,,,,,,
85601.0,171203.0,,,,,,,,,,,,,,,,,,,,,,,,
85691.0,171383.0,,,,,,,,,,,,,,,,,,,,,,,,
85733.0,171467.0,,,,,,,,,,,,,,,,,,,,,,,,
85829.0,171659.0,,,,,,,,,,,,,,,,,,,,,,,,
85853.0,171707.0,,,,,,,,,,,,,,,,,,,,,,,,
85931.0,171863.0,,,,,,,,,,,,,,,,,,,,,,,,
86111.0,172223.0,,,,,,,,,,,,,,,,,,,,,,,,
86171.0,172343.0,,,,,,,,,,,,,,,,,,,,,,,,
86291.0,172583.0,,,,,,,,,,,,,,,,,,,,,,,,
86441.0,172883.0,,,,,,,,,,,,,,,,,,,,,,,,
86771.0,173543.0,,,,,,,,,,,,,,,,,,,,,,,,
86843.0,173687.0,,,,,,,,,,,,,,,,,,,,,,,,
87071.0,174143.0,,,,,,,,,,,,,,,,,,,,,,,,
87149.0,174299.0,,,,,,,,,,,,,,,,,,,,,,,,
87221.0,174443.0,,,,,,,,,,,,,,,,,,,,,,,,
87299.0,174599.0,,,,,,,,,,,,,,,,,,,,,,,,
87383.0,174767.0,,,,,,,,,,,,,,,,,,,,,,,,
87539.0,175079.0,,,,,,,,,,,,,,,,,,,,,,,,
87701.0,175403.0,,,,,,,,,,,,,,,,,,,,,,,,
87959.0,175919.0,,,,,,,,,,,,,,,,,,,,,,,,
88079.0,176159.0,,,,,,,,,,,,,,,,,,,,,,,,
88463.0,176927.0,,,,,,,,,,,,,,,,,,,,,,,,
88661.0,177323.0,,,,,,,,,,,,,,,,,,,,,,,,
88811.0,177623.0,,,,,,,,,,,,,,,,,,,,,,,,
88919.0,177839.0,,,,,,,,,,,,,,,,,,,,,,,,
89051.0,178103.0,,,,,,,,,,,,,,,,,,,,,,,,
89123.0,178247.0,,,,,,,,,,,,,,,,,,,,,,,,
89153.0,178307.0,,,,,,,,,,,,,,,,,,,,,,,,
89399.0,178799.0,,,,,,,,,,,,,,,,,,,,,,,,
89759.0,179519.0,,,,,,,,,,,,,,,,,,,,,,,,
89909.0,179819.0,,,,,,,,,,,,,,,,,,,,,,,,
90011.0,180023.0,,,,,,,,,,,,,,,,,,,,,,,,
90089.0,180179.0,,,,,,,,,,,,,,,,,,,,,,,,
90173.0,180347.0,,,,,,,,,,,,,,,,,,,,,,,,
90281.0,180563.0,,,,,,,,,,,,,,,,,,,,,,,,
90599.0,181199.0,,,,,,,,,,,,,,,,,,,,,,,,
90641.0,181283.0,,,,,,,,,,,,,,,,,,,,,,,,
90749.0,181499.0,,,,,,,,,,,,,,,,,,,,,,,,
90803.0,181607.0,,,,,,,,,,,,,,,,,,,,,,,,
90833.0,181667.0,,,,,,,,,,,,,,,,,,,,,,,,
90971.0,181943.0,,,,,,,,,,,,,,,,,,,,,,,,
91079.0,182159.0,,,,,,,,,,,,,,,,,,,,,,,,
91121.0,182243.0,,,,,,,,,,,,,,,,,,,,,,,,
91139.0,182279.0,,,,,,,,,,,,,,,,,,,,,,,,
91193.0,182387.0,,,,,,,,,,,,,,,,,,,,,,,,
91373.0,182747.0,,,,,,,,,,,,,,,,,,,,,,,,
91433.0,182867.0,,,,,,,,,,,,,,,,,,,,,,,,
91463.0,182927.0,,,,,,,,,,,,,,,,,,,,,,,,
91499.0,182999.0,,,,,,,,,,,,,,,,,,,,,,,,
91529.0,183059.0,,,,,,,,,,,,,,,,,,,,,,,,
91583.0,183167.0,,,,,,,,,,,,,,,,,,,,,,,,
91631.0,183263.0,,,,,,,,,,,,,,,,,,,,,,,,
91691.0,183383.0,,,,,,,,,,,,,,,,,,,,,,,,
91841.0,183683.0,,,,,,,,,,,,,,,,,,,,,,,,
92003.0,184007.0,,,,,,,,,,,,,,,,,,,,,,,,
92243.0,184487.0,,,,,,,,,,,,,,,,,,,,,,,,
92363.0,184727.0,,,,,,,,,,,,,,,,,,,,,,,,
92681.0,185363.0,,,,,,,,,,,,,,,,,,,,,,,,
92849.0,185699.0,,,,,,,,,,,,,,,,,,,,,,,,
92861.0,185723.0,,,,,,,,,,,,,,,,,,,,,,,,
92951.0,185903.0,,,,,,,,,,,,,,,,,,,,,,,,
92993.0,185987.0,,,,,,,,,,,,,,,,,,,,,,,,
93053.0,186107.0,,,,,,,,,,,,,,,,,,,,,,,,
93059.0,186119.0,,,,,,,,,,,,,,,,,,,,,,,,
93113.0,186227.0,,,,,,,,,,,,,,,,,,,,,,,,
93239.0,186479.0,,,,,,,,,,,,,,,,,,,,,,,,
93323.0,186647.0,,,,,,,,,,,,,,,,,,,,,,,,
93371.0,186743.0,,,,,,,,,,,,,,,,,,,,,,,,
93479.0,186959.0,,,,,,,,,,,,,,,,,,,,,,,,
93563.0,187127.0,,,,,,,,,,,,,,,,,,,,,,,,
93581.0,187163.0,,,,,,,,,,,,,,,,,,,,,,,,
93683.0,187367.0,,,,,,,,,,,,,,,,,,,,,,,,
93893.0,187787.0,,,,,,,,,,,,,,,,,,,,,,,,
93911.0,187823.0,,,,,,,,,,,,,,,,,,,,,,,,
93941.0,187883.0,,,,,,,,,,,,,,,,,,,,,,,,
94079.0,188159.0,,,,,,,,,,,,,,,,,,,,,,,,
94151.0,188303.0,,,,,,,,,,,,,,,,,,,,,,,,
94229.0,188459.0,,,,,,,,,,,,,,,,,,,,,,,,
94343.0,188687.0,,,,,,,,,,,,,,,,,,,,,,,,
94421.0,188843.0,,,,,,,,,,,,,,,,,,,,,,,,
94463.0,188927.0,,,,,,,,,,,,,,,,,,,,,,,,
95261.0,190523.0,,,,,,,,,,,,,,,,,,,,,,,,
95393.0,190787.0,,,,,,,,,,,,,,,,,,,,,,,,
95549.0,191099.0,,,,,,,,,,,,,,,,,,,,,,,,
95561.0,191123.0,,,,,,,,,,,,,,,,,,,,,,,,
95723.0,191447.0,,,,,,,,,,,,,,,,,,,,,,,,
95789.0,191579.0,,,,,,,,,,,,,,,,,,,,,,,,
95813.0,191627.0,,,,,,,,,,,,,,,,,,,,,,,,
95873.0,191747.0,,,,,,,,,,,,,,,,,,,,,,,,
95891.0,191783.0,,,,,,,,,,,,,,,,,,,,,,,,
96269.0,192539.0,,,,,,,,,,,,,,,,,,,,,,,,
96293.0,192587.0,,,,,,,,,,,,,,,,,,,,,,,,
96443.0,192887.0,,,,,,,,,,,,,,,,,,,,,,,,
96461.0,192923.0,,,,,,,,,,,,,,,,,,,,,,,,
96581.0,193163.0,,,,,,,,,,,,,,,,,,,,,,,,
96731.0,193463.0,,,,,,,,,,,,,,,,,,,,,,,,
96779.0,193559.0,,,,,,,,,,,,,,,,,,,,,,,,
96851.0,193703.0,,,,,,,,,,,,,,,,,,,,,,,,
96989.0,193979.0,,,,,,,,,,,,,,,,,,,,,,,,
97001.0,194003.0,,,,,,,,,,,,,,,,,,,,,,,,
97241.0,194483.0,,,,,,,,,,,,,,,,,,,,,,,,
97511.0,195023.0,,,,,,,,,,,,,,,,,,,,,,,,
97523.0,195047.0,,,,,,,,,,,,,,,,,,,,,,,,
97829.0,195659.0,,,,,,,,,,,,,,,,,,,,,,,,
97871.0,195743.0,,,,,,,,,,,,,,,,,,,,,,,,
97931.0,195863.0,,,,,,,,,,,,,,,,,,,,,,,,
97943.0,195887.0,,,,,,,,,,,,,,,,,,,,,,,,
98123.0,196247.0,,,,,,,,,,,,,,,,,,,,,,,,
98321.0,196643.0,,,,,,,,,,,,,,,,,,,,,,,,
98369.0,196739.0,,,,,,,,,,,,,,,,,,,,,,,,
98453.0,196907.0,,,,,,,,,,,,,,,,,,,,,,,,
98459.0,196919.0,,,,,,,,,,,,,,,,,,,,,,,,
98561.0,197123.0,,,,,,,,,,,,,,,,,,,,,,,,
98573.0,197147.0,,,,,,,,,,,,,,,,,,,,,,,,
98621.0,197243.0,,,,,,,,,,,,,,,,,,,,,,,,
98639.0,197279.0,,,,,,,,,,,,,,,,,,,,,,,,
98669.0,197339.0,,,,,,,,,,,,,,,,,,,,,,,,
98711.0,197423.0,,,,,,,,,,,,,,,,,,,,,,,,
98849.0,197699.0,,,,,,,,,,,,,,,,,,,,,,,,
98963.0,197927.0,,,,,,,,,,,,,,,,,,,,,,,,
98981.0,197963.0,,,,,,,,,,,,,,,,,,,,,,,,
99023.0,198047.0,,,,,,,,,,,,,,,,,,,,,,,,
99041.0,198083.0,,,,,,,,,,,,,,,,,,,,,,,,
99089.0,198179.0,,,,,,,,,,,,,,,,,,,,,,,,
99173.0,198347.0,,,,,,,,,,,,,,,,,,,,,,,,
99251.0,198503.0,,,,,,,,,,,,,,,,,,,,,,,,
99551.0,199103.0,,,,,,,,,,,,,,,,,,,,,,,,
99623.0,199247.0,,,,,,,,,,,,,,,,,,,,,,,,
99689.0,199379.0,,,,,,,,,,,,,,,,,,,,,,,,
99761.0,199523.0,,,,,,,,,,,,,,,,,,,,,,,,
99839.0,199679.0,,,,,,,,,,,,,,,,,,,,,,,,
